RNA	protein	label
ENSMUST00000204181	Q01705	1
ENSMUST00000161540	B2RWS6	1
ENSMUST00000168990	P45481	1
ENSMUST00000163781	P45481	1
ENSMUST00000196442	B2RWS6	1
ENSMUST00000180594	Q01705	1
ENSMUST00000161394	Q01705	1
ENSMUST00000125355	Q01705	1
ENSMUST00000186471	Q09XV5	1
ENSMUST00000220050	Q9JKK8	0
ENSMUST00000197548	F8VPM9	0
ENSMUST00000195546	Q62407-4	0
ENSMUST00000134069	Q01705	1
ENSMUST00000193733	B2RWS6	1
ENSMUST00000202448	G3UX48	0
ENSMUST00000181160	B2RWS6	1
ENSMUST00000208431	Q01705	1
ENSMUST00000205047	Q811P8	0
ENSMUST00000197463	Q09XV5	1
ENSMUST00000197051	G3X8Q1	0
ENSMUST00000181592	Q09XV5	1
ENSMUST00000234958	A0A571BDS5	0
ENSMUST00000225044	A2AJX4	0
ENSMUST00000181939	Q01705	1
ENSMUST00000198874	E9Q7G0	0
ENSMUST00000177363	Q01705	1
ENSMUST00000180404	A0A571BDS5	0
ENSMUST00000203635	Q03172	0
ENSMUST00000124462	P45481	1
ENSMUST00000191718	A2AJK6	1
ENSMUST00000192836	E9Q411	0
ENSMUST00000161614	Q09XV5	1
ENSMUST00000141088	Q91V24	0
ENSMUST00000225044	Q0KL02-3	0
ENSMUST00000207224	E9Q7G0	0
ENSMUST00000191490	A3KFM7-2	0
ENSMUST00000201187	E9QAT4	0
ENSMUST00000220747	Q91ZI0	0
ENSMUST00000189979	F6RXI4	0
ENSMUST00000149025	Q9JL19	0
ENSMUST00000195180	B2RWS6	1
ENSMUST00000154246	Q01705	1
ENSMUST00000141846	Q09XV5	1
ENSMUST00000181546	A2AJK6	1
ENSMUST00000220564	Q09XV5	0
ENSMUST00000236943	G3UX48	0
ENSMUST00000189441	B2RWS6	1
ENSMUST00000198875	A0A087WQT9	0
ENSMUST00000203350	Q8K4L3	0
ENSMUST00000181644	B2RWS6	1
ENSMUST00000212189	A0A1L1SUH6	0
ENSMUST00000203917	Q03172	0
ENSMUST00000143129	Q6ZQ93-2	0
ENSMUST00000188743	B2RWS6	1
ENSMUST00000191824	P45481	1
ENSMUST00000209897	Q61315	0
ENSMUST00000133960	E9QPR7	0
ENSMUST00000196451	B2RWS6	1
ENSMUST00000197648	Q09XV5	1
ENSMUST00000181021	B2RWS6	1
ENSMUST00000194053	B2RWS6	1
ENSMUST00000221105	Q9ESD7	0
ENSMUST00000204727	E9PUM4	0
ENSMUST00000175753	Q09XV5	1
ENSMUST00000197321	A0A0G2JDZ9	0
ENSMUST00000230725	A3KGI3	0
ENSMUST00000138819	Q6GYP7-2	0
ENSMUST00000192267	Q01705	1
ENSMUST00000131801	Q6ZQ93-3	0
ENSMUST00000189514	Q09XV5	1
ENSMUST00000160588	A0A087WNL7	0
ENSMUST00000194532	B2RWS6	1
ENSMUST00000132792	B2RWS6	1
ENSMUST00000228007	G3UX48	0
ENSMUST00000197084	Q8CIZ8	0
ENSMUST00000071101	Q09XV5	1
ENSMUST00000179676	P45481	1
ENSMUST00000181552	Q09XV5	1
ENSMUST00000207697	Q01705	1
ENSMUST00000197397	Q3UHL6	0
ENSMUST00000189867	P45481	1
ENSMUST00000160117	B2RWS6	1
ENSMUST00000192560	Q09XV5	1
ENSMUST00000195518	Q09XV5	1
ENSMUST00000237599	Q69Z23-2	0
ENSMUST00000143787	Q01705	1
ENSMUST00000190663	Q01705	1
ENSMUST00000145042	P45481	1
ENSMUST00000128307	B2RWS6	1
ENSMUST00000196040	A0A087WPR7	0
ENSMUST00000231464	Q80T79	0
ENSMUST00000202005	P45481	1
ENSMUST00000180441	Q09XV5	1
ENSMUST00000217802	Q01705	1
ENSMUST00000204192	E9QAT4	0
ENSMUST00000209644	A0A1D5RLV7	0
ENSMUST00000160545	B7ZCD1	0
ENSMUST00000181193	Q09XV5	1
ENSMUST00000192692	E9Q7P2	0
ENSMUST00000147420	Q8BV79	0
ENSMUST00000185303	B2RWS6	1
ENSMUST00000101450	B2RWS6	1
ENSMUST00000204192	F7A4A7-2	0
ENSMUST00000192147	Q03172	0
ENSMUST00000130373	B2RWS6	1
ENSMUST00000126212	Q80U35	0
ENSMUST00000048606	Q09XV5	1
ENSMUST00000219499	Q0KL02-3	0
ENSMUST00000198853	E9PUM4	0
ENSMUST00000199168	Q6DFZ2	0
ENSMUST00000141846	P45481	1
ENSMUST00000101077	B2RWS6	1
ENSMUST00000206533	B2RWS6	1
ENSMUST00000057889	B2RWS6	1
ENSMUST00000182077	Q9ESE1-2	0
ENSMUST00000193479	B2RWS6	1
ENSMUST00000181877	E9QKK1	0
ENSMUST00000177363	B2RWS6	1
ENSMUST00000216936	E9QAQ8	0
ENSMUST00000186391	A2ADB0	0
ENSMUST00000208008	F7A4A7-2	0
ENSMUST00000181371	Q09XV5	1
ENSMUST00000202005	B2RWS6	1
ENSMUST00000192982	Q9ESD7	0
ENSMUST00000183339	J3QNP0	0
ENSMUST00000214258	Q9QYC1-2	0
ENSMUST00000190666	Q62504-3	0
ENSMUST00000197514	B2RWS6	1
ENSMUST00000135378	B2RWS6	1
ENSMUST00000181927	B2RWS6	1
ENSMUST00000208965	B2RWS6	1
ENSMUST00000224051	A0A140T8W1	0
ENSMUST00000205157	Q9ESD7-2	0
ENSMUST00000134409	Q09XV5	1
ENSMUST00000205532	Q09XV5	1
ENSMUST00000145346	B2RWS6	1
ENSMUST00000178987	Q6PNC0	0
ENSMUST00000181066	B2RWS6	1
ENSMUST00000184787	Q01705	1
ENSMUST00000193009	B2RWS6	1
ENSMUST00000194726	B2RWS6	1
ENSMUST00000196451	Q09XV5	1
ENSMUST00000024796	E9Q526	0
ENSMUST00000236231	B7ZNJ5	0
ENSMUST00000143564	Q62407-4	0
ENSMUST00000187920	B2RWS6	1
ENSMUST00000205047	P41233	0
ENSMUST00000198971	P45481	1
ENSMUST00000195308	E9Q5W5	0
ENSMUST00000199654	P45481	1
ENSMUST00000097827	Q09XV5	1
ENSMUST00000122923	Q01705	1
ENSMUST00000207224	Q6RT24	0
ENSMUST00000179676	Q09XV5	1
ENSMUST00000191888	E9Q8T1	0
ENSMUST00000113886	B2RWS6	1
ENSMUST00000139218	Q3UH66-7	0
ENSMUST00000182497	B2RWS6	1
ENSMUST00000020222	F8VPM9	0
ENSMUST00000184702	A2ADB0	0
ENSMUST00000209836	B2RWS6	1
ENSMUST00000191490	E9PWB6	0
ENSMUST00000191191	Q9ESD7-2	0
ENSMUST00000203063	Q3TLH4	0
ENSMUST00000146346	Q01705	1
ENSMUST00000204522	B2RWS6	1
ENSMUST00000194820	Q8K4L3	0
ENSMUST00000229056	E9QAQ8	0
ENSMUST00000208028	V9GX23	0
ENSMUST00000181655	B2RWS6	1
ENSMUST00000197514	Q01705	1
ENSMUST00000225044	Q8K284	0
ENSMUST00000132223	B2RWS6	1
ENSMUST00000146887	B2RWS6	1
ENSMUST00000149552	Q01705	1
ENSMUST00000153572	B2RWS6	1
ENSMUST00000193724	A2AJK6	1
ENSMUST00000187387	Q8CE72	0
ENSMUST00000190236	Q80T79	0
ENSMUST00000156084	Q01705	1
ENSMUST00000195677	A0A140T8W1	0
ENSMUST00000194180	E9Q8T1	0
ENSMUST00000180953	Q09XV5	1
ENSMUST00000154246	B2RWS6	1
ENSMUST00000191603	A0A087WPR7	0
ENSMUST00000196982	B2RWS6	1
ENSMUST00000196087	A3KGI3	0
ENSMUST00000129876	Q09XV5	1
ENSMUST00000210582	P45481	1
ENSMUST00000197463	Q8CIZ8	0
ENSMUST00000197924	E9Q202	0
ENSMUST00000202534	A0A286YDF5	0
ENSMUST00000195772	A0A1D5RLV7	0
ENSMUST00000210717	B2RWS6	1
ENSMUST00000192342	Q9ESE1-2	0
ENSMUST00000151136	Q09XV5	1
ENSMUST00000196451	A2AIR7	0
ENSMUST00000213973	F6RXI4	0
ENSMUST00000126668	B2RWS6	1
ENSMUST00000197060	Q01705	1
ENSMUST00000207606	B2RWS6	1
ENSMUST00000203287	B2RWS6	1
ENSMUST00000186654	A2AGH6	0
ENSMUST00000213227	E9PWX8	0
ENSMUST00000174277	Q09XV5	1
ENSMUST00000195317	A0A571BDS5	0
ENSMUST00000181021	P45481	1
ENSMUST00000236713	A2AIR7	0
ENSMUST00000191922	P42859	0
ENSMUST00000180862	B2RWS6	1
ENSMUST00000203927	Q3TLH4	0
ENSMUST00000190332	B2RWS6	1
ENSMUST00000140488	B2RWS6	1
ENSMUST00000189823	B2RWS6	1
ENSMUST00000193790	V9GX23	0
ENSMUST00000206459	B2RWS6	1
ENSMUST00000219320	Q69ZR2	0
ENSMUST00000194736	Q9WU42-2	0
ENSMUST00000220145	A0A0N4SVX9	0
ENSMUST00000198339	F6XPZ0	0
ENSMUST00000200120	A0A1D5RLU3	0
ENSMUST00000195993	Q9WU42-2	0
ENSMUST00000195836	Q5SS00	0
ENSMUST00000181206	Q09XV5	1
ENSMUST00000223001	Q9ESD7-2	0
ENSMUST00000200288	P60330	0
ENSMUST00000224064	E9Q447	0
ENSMUST00000181714	Q09XV5	1
ENSMUST00000152203	E9Q447	0
ENSMUST00000181897	E9PWX8	0
ENSMUST00000180441	B2RWS6	1
ENSMUST00000238024	Q99NH0	0
ENSMUST00000204451	E9PWB6	0
ENSMUST00000187181	Q09XV5	1
ENSMUST00000198992	B2RWS6	1
ENSMUST00000180406	Q09XV5	1
ENSMUST00000168978	Q01705	1
ENSMUST00000168137	Q01705	1
ENSMUST00000132267	P45481	1
ENSMUST00000057889	Q01705	1
ENSMUST00000185351	Q01705	1
ENSMUST00000189230	P45481	1
ENSMUST00000233673	G3UX48	0
ENSMUST00000134284	P45481	1
ENSMUST00000224218	E9Q557	0
ENSMUST00000189394	B2RWS6	1
ENSMUST00000185694	P45481	0
ENSMUST00000203924	B2RWS6	1
ENSMUST00000192517	Q6KCD5-2	0
ENSMUST00000208279	P19137	0
ENSMUST00000207232	Q9QYC1	0
ENSMUST00000178584	Q09XV5	1
ENSMUST00000200017	B2RWS6	1
ENSMUST00000201966	B2RWS6	1
ENSMUST00000189979	G3X973	0
ENSMUST00000217654	Q80T79-1	0
ENSMUST00000127115	Q09XV5	1
ENSMUST00000155610	Q09XV5	1
ENSMUST00000187897	P45481	1
ENSMUST00000125305	E9Q557	0
ENSMUST00000195317	Q80T79	0
ENSMUST00000207600	Q9WU42-2	0
ENSMUST00000202482	Q09XV5	1
ENSMUST00000193929	Q5DU37	0
ENSMUST00000198917	B2RWS6	1
ENSMUST00000200275	Q8BL99-5	0
ENSMUST00000180700	Q99NH0	0
ENSMUST00000181067	Q09XV5	1
ENSMUST00000236724	A2AIR7	0
ENSMUST00000181602	P45481	1
ENSMUST00000200369	J3QNP0	0
ENSMUST00000216842	Q0KL02-3	0
ENSMUST00000227169	Q8BQM9-2	0
ENSMUST00000147504	Q70FJ1-3	0
ENSMUST00000207648	B2RWS6	1
ENSMUST00000180791	B2RWS6	1
ENSMUST00000160756	Q09XV5	1
ENSMUST00000193956	B2RWS6	1
ENSMUST00000189096	Q09XV5	1
ENSMUST00000181958	Q01705	1
ENSMUST00000202719	B2RWS6	1
ENSMUST00000145279	A0A087WNL7	0
ENSMUST00000131189	B2RWS6	1
ENSMUST00000180797	B2RWS6	1
ENSMUST00000236724	Q6RT24	0
ENSMUST00000205493	Q09XV5	1
ENSMUST00000207552	Q61982	0
ENSMUST00000189942	P45481	1
ENSMUST00000201966	A2AF47	0
ENSMUST00000181495	B2RWS6	1
ENSMUST00000156095	Q09XV5	1
ENSMUST00000140203	Q09XV5	1
ENSMUST00000143429	Q09XV5	1
ENSMUST00000145520	Q9JKK8	0
ENSMUST00000124015	Q01705	1
ENSMUST00000127708	Q6KCD5-2	0
ENSMUST00000199414	D3Z3A8	0
ENSMUST00000174277	B2RWS6	1
ENSMUST00000184702	Q8BZN6-2	0
ENSMUST00000146744	Q8C8R3-2	0
ENSMUST00000199289	A2AJK6	1
ENSMUST00000190120	Q09XV5	1
ENSMUST00000194515	Q09XV5	1
ENSMUST00000178129	Q09XV5	1
ENSMUST00000181275	E9QL53	0
ENSMUST00000206563	V9GX91	0
ENSMUST00000201398	V9GX91	0
ENSMUST00000184083	B2RWS6	1
ENSMUST00000180680	B2RWS6	1
ENSMUST00000181949	Q09XV5	1
ENSMUST00000200017	E9Q557	0
ENSMUST00000203378	C8YR32	0
ENSMUST00000190685	Q01705	1
ENSMUST00000199654	E9Q447	0
ENSMUST00000144719	Q09XV5	1
ENSMUST00000181190	Q01705	1
ENSMUST00000191937	A0A0G2JDZ9	0
ENSMUST00000181029	P45481	1
ENSMUST00000123882	Q09XV5	1
ENSMUST00000208790	B7ZNJ5	0
ENSMUST00000137742	Q9QX47-3	0
ENSMUST00000129343	P45481	1
ENSMUST00000101371	A0A571BDS5	0
ENSMUST00000197889	Q6ZQ93-3	0
ENSMUST00000201762	A2AIR7	0
ENSMUST00000208953	Q99246-3	0
ENSMUST00000233085	E9PV66	0
ENSMUST00000057889	Q62407-4	0
ENSMUST00000194998	A2AF47	0
ENSMUST00000180780	Q09XV5	1
ENSMUST00000212119	B1AWL2	0
ENSMUST00000220600	Q69Z23-2	0
ENSMUST00000174277	Q6PNC0	0
ENSMUST00000199119	Q09XV5	1
ENSMUST00000181657	Q70FJ1	0
ENSMUST00000199285	Q9ESD7-2	0
ENSMUST00000210054	A2AF47	0
ENSMUST00000144339	A2AJK6	1
ENSMUST00000186250	E9PWX8	0
ENSMUST00000205532	B2RWS6	1
ENSMUST00000205493	P45481	1
ENSMUST00000194886	Q61687	1
ENSMUST00000131851	Q01705	1
ENSMUST00000181842	Q09XV5	1
ENSMUST00000154810	Q61687	1
ENSMUST00000124462	Q6KCD5-2	0
ENSMUST00000181021	Q01705	1
ENSMUST00000227968	B2RWS6	1
ENSMUST00000199846	Q09XV5	1
ENSMUST00000154919	Q09XV5	1
ENSMUST00000180930	Q09XV5	1
ENSMUST00000181660	P60330	0
ENSMUST00000204911	A0A0A0MQG2	0
ENSMUST00000181912	A2AJK6	1
ENSMUST00000194699	Q8BQM9-2	0
ENSMUST00000194944	B2RWS6	1
ENSMUST00000236079	A0A1D5RLU3	0
ENSMUST00000227059	Q80T79-1	0
ENSMUST00000193516	B2RWS6	1
ENSMUST00000181886	Q91V24	0
ENSMUST00000154246	P45481	1
ENSMUST00000149025	B2RWS6	1
ENSMUST00000192265	P11881-2	0
ENSMUST00000223991	Q8CIZ8	0
ENSMUST00000198548	Q9ESD7	0
ENSMUST00000194664	B2RWS6	1
ENSMUST00000180594	B2RWS6	1
ENSMUST00000195331	Q9ESD7-2	0
ENSMUST00000206403	E9Q5W5	0
ENSMUST00000218529	A0A1Y7VKR5	0
ENSMUST00000218472	Q91V24	0
ENSMUST00000135116	Q01705	1
ENSMUST00000230173	Q9WU42-2	0
ENSMUST00000033651	B2RWS6	1
ENSMUST00000233925	Q99246-3	0
ENSMUST00000194556	B7ZNJ5	0
ENSMUST00000189646	B2RWS6	1
ENSMUST00000168137	B1AWL2	0
ENSMUST00000204221	B2RWS6	1
ENSMUST00000195546	P60330	0
ENSMUST00000228170	Q9JKK8	0
ENSMUST00000194541	B2RWS6	1
ENSMUST00000146902	Q6DFZ2	0
ENSMUST00000218352	Q80T79-1	0
ENSMUST00000146929	B2RWS6	1
ENSMUST00000181526	J3QNP0	0
ENSMUST00000135268	B2RWS6	1
ENSMUST00000140488	A2AUY4	0
ENSMUST00000181939	B2RWS6	1
ENSMUST00000227321	Q811P8	0
ENSMUST00000146644	Q09XV5	1
ENSMUST00000198817	B2RWS6	1
ENSMUST00000151136	B2RWS6	1
ENSMUST00000190194	B2RWS6	1
ENSMUST00000217069	E9Q8T1	0
ENSMUST00000189979	A0A087WQT9	0
ENSMUST00000207045	Q01705	1
ENSMUST00000134140	Q09XV5	1
ENSMUST00000210728	B2RWS6	1
ENSMUST00000238724	B7FAU9	0
ENSMUST00000164379	Q99246-3	0
ENSMUST00000137742	Q09XV5	1
ENSMUST00000222770	Q9ESD7	0
ENSMUST00000141741	Q01705	1
ENSMUST00000204330	Q6ZQ93-3	0
ENSMUST00000200707	B2RWS6	1
ENSMUST00000205280	Q01705	1
ENSMUST00000124855	B2RWS6	1
ENSMUST00000180411	Q62504-3	0
ENSMUST00000207696	Q61315	0
ENSMUST00000199355	A2AUY4	0
ENSMUST00000131841	Q6PNC0	0
ENSMUST00000185694	Q6RT24	0
ENSMUST00000180518	P45481	1
ENSMUST00000200370	A3KFM7-2	0
ENSMUST00000132389	Q09XV5	1
ENSMUST00000190504	B2RWS6	1
ENSMUST00000192669	E9Q557	0
ENSMUST00000198310	A0A571BDS5	0
ENSMUST00000203260	P45481	1
ENSMUST00000202455	A0A1Y7VKR5	0
ENSMUST00000192380	E9Q1M6	0
ENSMUST00000208060	B7FAU9	0
ENSMUST00000203992	Q6KCD5-2	0
ENSMUST00000233228	Q70FJ1	0
ENSMUST00000196451	Q91V24	0
ENSMUST00000213634	Q8CE72	0
ENSMUST00000182109	Q09XV5	1
ENSMUST00000130634	Q09XV5	1
ENSMUST00000156882	P45481	1
ENSMUST00000186030	B2RWS6	1
ENSMUST00000181841	B2RWS6	1
ENSMUST00000176721	Q09XV5	1
ENSMUST00000138819	Q09XV5	1
ENSMUST00000098472	E9QAQ8	0
ENSMUST00000207577	A0A1D5RLU3	0
ENSMUST00000220827	V9GX23	0
ENSMUST00000194286	Q6ZQ93-2	0
ENSMUST00000205855	Q09XV5	1
ENSMUST00000195921	Q8VBX6	0
ENSMUST00000177363	Q61687	1
ENSMUST00000180797	Q09XV5	1
ENSMUST00000168978	H9KV15	0
ENSMUST00000194541	Q01705	1
ENSMUST00000229850	Q8VBX6	0
ENSMUST00000156297	Q01705	1
ENSMUST00000207816	E9QAT4	0
ENSMUST00000180650	B2RWS6	1
ENSMUST00000217743	E9PUM4	0
ENSMUST00000150471	Q01705	1
ENSMUST00000128996	B2RWS6	1
ENSMUST00000187076	B2RWS6	1
ENSMUST00000223994	Q99246-3	0
ENSMUST00000195134	B2RWS6	1
ENSMUST00000137359	Q01705	1
ENSMUST00000190699	Q09XV5	1
ENSMUST00000181409	P97499	0
ENSMUST00000202455	E9Q411	0
ENSMUST00000196513	Q5RIM6	0
ENSMUST00000180970	Q09XV5	1
ENSMUST00000180670	B2RWS6	1
ENSMUST00000180875	Q09XV5	1
ENSMUST00000198850	Q01705	1
ENSMUST00000100526	B2RWS6	1
ENSMUST00000125681	Q01705	1
ENSMUST00000207552	E9Q557	0
ENSMUST00000198856	P11881-2	0
ENSMUST00000187777	A0A087WQT9	0
ENSMUST00000216190	E9Q447	0
ENSMUST00000236231	Q70FJ1-3	0
ENSMUST00000129876	Q01705	1
ENSMUST00000145095	B2RWS6	1
ENSMUST00000206544	E9Q8T1	0
ENSMUST00000180778	A2AJK6	1
ENSMUST00000181414	Q01705	1
ENSMUST00000218326	Q3UHL6	0
ENSMUST00000205132	E9Q526	0
ENSMUST00000131501	Q9QX47-3	0
ENSMUST00000182497	P45481	0
ENSMUST00000208414	Q09XV5	1
ENSMUST00000197171	B2RWS6	1
ENSMUST00000210926	A2AGH6	0
ENSMUST00000186531	Q09XV5	1
ENSMUST00000215366	A2AF47	0
ENSMUST00000192122	B2RWS6	1
ENSMUST00000181912	P97499	0
ENSMUST00000146779	Q8C6S9	0
ENSMUST00000198874	E9Q1M6	0
ENSMUST00000137198	Q6DFZ2	0
ENSMUST00000145338	B2RWS6	1
ENSMUST00000148699	B2RWS6	1
ENSMUST00000220050	P41233	0
ENSMUST00000137629	B2RWS6	1
ENSMUST00000181054	Q8CE72	0
ENSMUST00000056145	P45481	1
ENSMUST00000181485	P45481	1
ENSMUST00000188763	A2AJK6	1
ENSMUST00000155332	A0A1Y7VKR5	0
ENSMUST00000190224	Q5DU37	0
ENSMUST00000198898	E9Q202	0
ENSMUST00000197321	Q6DFZ2	0
ENSMUST00000152384	B2RWS6	1
ENSMUST00000191714	E9Q7P2	0
ENSMUST00000138819	B2RWS6	1
ENSMUST00000161161	C8YR32	0
ENSMUST00000226490	Q60841	0
ENSMUST00000178584	Q01705	1
ENSMUST00000197905	B2RWS6	1
ENSMUST00000130251	P45481	1
ENSMUST00000192391	B2RWS6	1
ENSMUST00000187483	E9Q7P2	0
ENSMUST00000200395	B2RWS6	1
ENSMUST00000143428	Q01705	1
ENSMUST00000206459	E9Q5W5	0
ENSMUST00000155691	B2RWS6	1
ENSMUST00000188763	Q09XV5	1
ENSMUST00000057889	A0A1L1SUH6	0
ENSMUST00000140826	Q09XV5	1
ENSMUST00000140488	Q5SS00	0
ENSMUST00000178584	B2RWS6	1
ENSMUST00000155688	P45481	1
ENSMUST00000204330	B2RWS6	1
ENSMUST00000222024	F6RXI4	0
ENSMUST00000145914	B2RWS6	1
ENSMUST00000237525	F6RXI4	0
ENSMUST00000180753	B2RWS6	1
ENSMUST00000196377	Q09XV5	1
ENSMUST00000180791	Q09XV5	1
ENSMUST00000199289	Q6ZQ93-3	0
ENSMUST00000142458	P45481	1
ENSMUST00000191700	E9Q447	0
ENSMUST00000190598	H7BWZ9	0
ENSMUST00000203350	A2AJK6	1
ENSMUST00000132223	Q8CE72	0
ENSMUST00000181272	B2RWS6	1
ENSMUST00000193484	Q09XV5	1
ENSMUST00000186305	A0A571BDS5	0
ENSMUST00000199953	Q01705	1
ENSMUST00000180953	Q3UHR0	0
ENSMUST00000181714	Q3TLH4	0
ENSMUST00000196766	P45481	1
ENSMUST00000195543	A0A571BDS5	0
ENSMUST00000137765	B2RWS6	1
ENSMUST00000190663	Q09XV5	1
ENSMUST00000142286	B2RWS6	1
ENSMUST00000212623	Q9ESE1-2	0
ENSMUST00000197552	P45481	1
ENSMUST00000235649	Q61315	0
ENSMUST00000128888	Q8K284	0
ENSMUST00000195166	Q3UHR0	0
ENSMUST00000207316	B2RWS6	1
ENSMUST00000069741	B2RWS6	1
ENSMUST00000052189	P45481	1
ENSMUST00000200265	Q09XV5	1
ENSMUST00000195629	A0A087WQT9	0
ENSMUST00000137830	Q91ZI0	0
ENSMUST00000124462	B2RWS6	1
ENSMUST00000181653	B2RWS6	1
ENSMUST00000221260	Q9JL19	0
ENSMUST00000216842	A0A0N4SVX9	0
ENSMUST00000131401	Q09XV5	1
ENSMUST00000153937	Q9ESD7	0
ENSMUST00000198310	Q6ZQ93-3	0
ENSMUST00000180690	Q09XV5	1
ENSMUST00000181841	E9Q411	0
ENSMUST00000225567	V9GX91	0
ENSMUST00000194736	E9QAQ8	0
ENSMUST00000134801	P45481	1
ENSMUST00000181462	Q01705	1
ENSMUST00000210033	Q5SUG2	0
ENSMUST00000200707	A2ADB0	0
ENSMUST00000223909	E9PV66	0
ENSMUST00000129343	Q01705	1
ENSMUST00000186030	Q09XV5	1
ENSMUST00000194274	B2RWS6	1
ENSMUST00000191930	B2RWS6	1
ENSMUST00000129868	Q09XV5	0
ENSMUST00000181913	B2RWS6	1
ENSMUST00000193147	Q8CIZ8	0
ENSMUST00000144757	Q09XV5	1
ENSMUST00000197583	B2RWS6	1
ENSMUST00000238080	F6XPZ0	0
ENSMUST00000209836	E9Q7P2	0
ENSMUST00000217743	Q6RT24	0
ENSMUST00000188198	A3KFM7-2	0
ENSMUST00000155952	P42859	0
ENSMUST00000202292	P11881-2	0
ENSMUST00000147542	Q09XV5	1
ENSMUST00000181335	C8YR32	0
ENSMUST00000224095	Q5RIM6	0
ENSMUST00000190118	Q09XV5	1
ENSMUST00000200757	Q9JL19	0
ENSMUST00000143428	Q09XV5	1
ENSMUST00000141810	B2RWS6	1
ENSMUST00000180852	F7A4A7-2	0
ENSMUST00000187941	B2RWS6	1
ENSMUST00000197775	P45481	0
ENSMUST00000186030	Q01705	1
ENSMUST00000200008	Q09XV5	1
ENSMUST00000192389	Q6KCD5-2	0
ENSMUST00000150038	Q09XV5	1
ENSMUST00000138390	A0A1L1SUH6	0
ENSMUST00000175753	B2RWS6	1
ENSMUST00000160017	Q8CIZ8	0
ENSMUST00000220477	F7A4A7-2	0
ENSMUST00000090537	Q0KL02-3	0
ENSMUST00000197775	H9KV00	0
ENSMUST00000181029	Q01705	1
ENSMUST00000201966	A0A1D5RLU3	0
ENSMUST00000151538	B2RWS6	1
ENSMUST00000217743	E9Q526	0
ENSMUST00000186817	Q01705	1
ENSMUST00000035939	B2RWS6	1
ENSMUST00000180763	Q09XV5	1
ENSMUST00000196033	Q01705	1
ENSMUST00000210926	Q6KCD5-2	0
ENSMUST00000196539	Q8C6S9	0
ENSMUST00000196040	Q8K4L3	0
ENSMUST00000202005	Q09XV5	1
ENSMUST00000166328	E9PUM4	0
ENSMUST00000219775	A2AF47	0
ENSMUST00000186092	Q60841	0
ENSMUST00000203985	B2RWS6	1
ENSMUST00000180797	Q01705	1
ENSMUST00000181462	B2RWS6	1
ENSMUST00000062902	Q09XV5	1
ENSMUST00000151998	Q09XV5	1
ENSMUST00000181726	Q61982	0
ENSMUST00000195723	E9Q557	0
ENSMUST00000181510	P41233	0
ENSMUST00000184787	B2RWS6	1
ENSMUST00000181327	G3UX48	0
ENSMUST00000168978	Q8K284	0
ENSMUST00000141199	B2RWS6	1
ENSMUST00000135767	Q9JL19	0
ENSMUST00000156350	Q09XV5	1
ENSMUST00000204271	Q09XV5	1
ENSMUST00000185541	Q8C8R3-2	0
ENSMUST00000181886	B2RWS6	1
ENSMUST00000194826	Q09XV5	1
ENSMUST00000180586	Q01705	1
ENSMUST00000199690	Q09XV5	1
ENSMUST00000195677	H7BWZ9	0
ENSMUST00000180404	B2RWS6	1
ENSMUST00000140488	Q09XV5	1
ENSMUST00000200110	Q6DFZ2	0
ENSMUST00000147638	Q09XV5	1
ENSMUST00000205388	Q01705	1
ENSMUST00000199071	P45481	1
ENSMUST00000090409	B2RWS6	1
ENSMUST00000160626	B2RWS6	1
ENSMUST00000217790	E9Q1M6	0
ENSMUST00000209897	E9QAQ8	0
ENSMUST00000192317	P11881	0
ENSMUST00000150471	P45481	1
ENSMUST00000202859	B2RWS6	1
ENSMUST00000209414	P45481	1
ENSMUST00000238801	Q811P8	0
ENSMUST00000180738	B2RWS6	1
ENSMUST00000205645	B1AWL2	0
ENSMUST00000198446	Q01705	1
ENSMUST00000185541	H9KV15	0
ENSMUST00000127533	A0A0G2JDZ9	0
ENSMUST00000129868	H7BWZ9	0
ENSMUST00000194515	B2RWS6	1
ENSMUST00000194287	E9Q447	0
ENSMUST00000222949	V9GX91	0
ENSMUST00000145652	Q09XV5	1
ENSMUST00000181371	B2RWS6	1
ENSMUST00000221484	Q8BZN6-2	0
ENSMUST00000176742	P45481	1
ENSMUST00000194274	Q3TLH4	0
ENSMUST00000194686	E9PV66	0
ENSMUST00000193192	E9Q7G0	0
ENSMUST00000220812	H9KV15	0
ENSMUST00000150973	B2RWS6	1
ENSMUST00000181252	Q8C6S9	0
ENSMUST00000137673	Q8BQM9-2	0
ENSMUST00000203298	E9Q4F7	0
ENSMUST00000198636	A0A571BDS5	0
ENSMUST00000195466	B2RWS6	1
ENSMUST00000224394	D3Z3A8	0
ENSMUST00000156526	B2RWS6	1
ENSMUST00000181598	B2RWS6	1
ENSMUST00000209414	Q09XV5	1
ENSMUST00000204633	A0A087WQT9	0
ENSMUST00000190224	Q01705	1
ENSMUST00000197326	B2RWS6	1
ENSMUST00000199119	B2RWS6	1
ENSMUST00000205388	Q09XV5	1
ENSMUST00000208277	P45481	1
ENSMUST00000134069	Q09XV5	1
ENSMUST00000221601	S4R2F3	0
ENSMUST00000195992	P45481	1
ENSMUST00000178043	Q8C6S9	0
ENSMUST00000168347	A2ADB0	0
ENSMUST00000193192	P60330	0
ENSMUST00000149452	P45481	1
ENSMUST00000162615	Q09XV5	1
ENSMUST00000197163	B2RWS6	1
