RNA	protein	label
ENSMUST00000135421	A0A286YDM3	0
ENSMUST00000144750	Q9D3X5	0
ENSMUST00000220034	Q8R2C2	0
ENSMUST00000154720	Q9Z0Y9	1
ENSMUST00000228461	A0A0X1KG63	0
ENSMUST00000139471	Q9DBF1-2	0
ENSMUST00000134527	O09061	0
ENSMUST00000161583	Q61069	1
ENSMUST00000132986	Q3TKT4	1
ENSMUST00000220779	Q5NC59	0
ENSMUST00000229950	A0A0G2JF79	0
ENSMUST00000172591	P42128	1
ENSMUST00000156195	P17433	1
ENSMUST00000181286	Q04863	1
ENSMUST00000212639	Q9CWR8	0
ENSMUST00000151427	Q5SWY7	0
ENSMUST00000185716	P15806	1
ENSMUST00000221909	B2RVW2	0
ENSMUST00000142353	P70255	1
ENSMUST00000222210	A0A0J9YVF6	0
ENSMUST00000180357	A2ART0	0
ENSMUST00000141133	Q9CQJ4	1
ENSMUST00000196851	Q6ZPV2	1
ENSMUST00000181282	Q9R1E0	1
ENSMUST00000125662	Q9ET78	0
ENSMUST00000207259	P53566	1
ENSMUST00000149826	A7XV04-2	0
ENSMUST00000177547	P70284	1
ENSMUST00000134250	Q9Z2D8	1
ENSMUST00000191034	P38533	1
ENSMUST00000208274	P35583	1
ENSMUST00000155074	J3QQ30	0
ENSMUST00000203332	E9QN38	0
ENSMUST00000199616	Q8BH01	0
ENSMUST00000181168	A0A498WFQ1	0
ENSMUST00000177351	Q62318	1
ENSMUST00000155540	D3Z340	0
ENSMUST00000218177	A0A286YCZ5	0
ENSMUST00000207640	P12979	1
ENSMUST00000147379	Q00899	1
ENSMUST00000181093	P46662-2	0
ENSMUST00000231869	A0A1L1SRI2	0
ENSMUST00000221719	Q2LKU9-2	0
ENSMUST00000200412	Q08874	1
ENSMUST00000203718	P42230	1
ENSMUST00000187882	Q9CWR8	1
ENSMUST00000194479	Q8C341-2	0
ENSMUST00000186716	Q3U285-6	0
ENSMUST00000196851	P12979	1
ENSMUST00000204503	Q61473	1
ENSMUST00000060348	Q80UX8	0
ENSMUST00000150754	Q91Y44	1
ENSMUST00000222417	G5E8E3	0
ENSMUST00000187829	Q08369	1
ENSMUST00000227835	F7DC78	0
ENSMUST00000200494	P42582	1
ENSMUST00000152799	P19785	1
ENSMUST00000199065	Q9Z148	1
ENSMUST00000057134	B1AWM5	0
ENSMUST00000162454	Q9CU62	1
ENSMUST00000211101	Q9ER56-2	0
ENSMUST00000207727	F8WIR1	0
ENSMUST00000171429	P47930	1
ENSMUST00000231344	A0A571BGH9	0
ENSMUST00000141787	Q8BGF6	0
ENSMUST00000127333	Q9Z148	1
ENSMUST00000222490	A0A3B2WAP6	0
ENSMUST00000206736	Q9D3R9	1
ENSMUST00000135468	D3Z7I3	0
ENSMUST00000155111	Q9D2A5-2	0
ENSMUST00000175846	A0A2I3BQA3	0
ENSMUST00000181815	B2RR83	1
ENSMUST00000209412	Q8VE04	0
ENSMUST00000200360	Q8VF98	0
ENSMUST00000228743	A0A0R4J0Z2	0
ENSMUST00000185396	F6T1I5	0
ENSMUST00000133534	E9Q5C2	0
ENSMUST00000212862	Q499E4	0
ENSMUST00000181875	Q3UV55	1
ENSMUST00000209101	A0A1Y7VNQ1	0
ENSMUST00000152027	Q8R1K1	0
ENSMUST00000202768	P0C191	0
ENSMUST00000087588	Q9QUL7	0
ENSMUST00000134059	Q08775	1
ENSMUST00000188215	Q61164	1
ENSMUST00000207649	Q9JHD2	1
ENSMUST00000201179	P70353	1
ENSMUST00000226359	P01132	0
ENSMUST00000181484	P97503	1
ENSMUST00000211745	E9PX46	0
ENSMUST00000174728	P19091	1
ENSMUST00000161397	Q9QXL2-3	0
ENSMUST00000198276	P49698	1
ENSMUST00000209336	Q6ZQ89-2	0
ENSMUST00000101121	Q8K5C0	1
ENSMUST00000188574	Q921N8	1
ENSMUST00000136886	Q8VF18	0
ENSMUST00000129617	A0A286YDC1	0
ENSMUST00000183398	Q62383	1
ENSMUST00000192586	Q64287	1
ENSMUST00000206838	Q9CWR8	1
ENSMUST00000206967	P01101	1
ENSMUST00000197140	Q8CFE2	0
ENSMUST00000160657	Q9R159	0
ENSMUST00000189080	Q3TKT4	1
ENSMUST00000186584	Q60793	1
ENSMUST00000193363	Q61550	1
ENSMUST00000181819	P08152	1
ENSMUST00000177127	A0A087WQF9	0
ENSMUST00000195649	Q9EQM5	0
ENSMUST00000235256	B1AR10	0
ENSMUST00000217419	A0A1L1SS23	0
ENSMUST00000150472	P20263	1
ENSMUST00000230172	E9PXD1	0
ENSMUST00000174019	A2AJQ0	0
ENSMUST00000145163	P46684	1
ENSMUST00000222646	Q8K4Q0-5	0
ENSMUST00000130244	Q8BTW8	0
ENSMUST00000149239	Q07802	1
ENSMUST00000192605	P08775	1
ENSMUST00000153883	A2A4P3	0
ENSMUST00000136052	A0A087WP87	0
ENSMUST00000237225	Q8CGB6-4	0
ENSMUST00000144541	D3Z2U7	0
ENSMUST00000139351	P16951	1
ENSMUST00000181778	P42227	1
ENSMUST00000231486	Q8BYW9	0
ENSMUST00000148700	P46684	1
ENSMUST00000196074	A0A0A6YVU7	0
ENSMUST00000147186	Q61286	1
ENSMUST00000145176	Q8K0E1	0
ENSMUST00000189028	P17433	1
ENSMUST00000193120	Q8K2L8	0
ENSMUST00000156109	Q62318	1
ENSMUST00000195441	Q925J9	1
ENSMUST00000127006	P97474	1
ENSMUST00000193896	P28700	1
ENSMUST00000194999	Q64705	1
ENSMUST00000160099	A0A0J9YU95	0
ENSMUST00000125577	O35136	0
ENSMUST00000150079	E9Q1F5	0
ENSMUST00000192534	P16381	0
ENSMUST00000142511	P19426	1
ENSMUST00000149373	Q6P5C5	0
ENSMUST00000145178	P17433	1
ENSMUST00000239366	Q3UMK4	0
ENSMUST00000221408	O08644	0
ENSMUST00000181508	E9PXP7	0
ENSMUST00000191969	A0A087WPF7-2	0
ENSMUST00000208416	P08775	1
ENSMUST00000205253	Q61191	1
ENSMUST00000181274	P12979	1
ENSMUST00000235539	A0A087WP19	0
ENSMUST00000193857	F7DF70	0
ENSMUST00000204847	Q3U1V8	0
ENSMUST00000190783	Q8VDK3	1
ENSMUST00000100807	Q3V3I2	0
ENSMUST00000189493	P70314	1
ENSMUST00000238403	B1AR10	0
ENSMUST00000208702	Q61164	1
ENSMUST00000174452	P54728	1
ENSMUST00000190910	A0A087WP18	0
ENSMUST00000187004	Q8K2P7	0
ENSMUST00000185385	Q66T02-2	0
ENSMUST00000138361	P51960	1
ENSMUST00000181225	P97393	0
ENSMUST00000192017	P53566	1
ENSMUST00000155018	Q3V1F8	0
ENSMUST00000128577	O35134	1
ENSMUST00000206462	Q922B9-3	0
ENSMUST00000185637	Q64287	1
ENSMUST00000194238	P19091	1
ENSMUST00000216890	Q8BWQ6-3	0
ENSMUST00000140421	P62915	1
ENSMUST00000197165	P70314	1
ENSMUST00000153030	P50540	1
ENSMUST00000193357	G5E8U2	0
ENSMUST00000161819	P06876	1
ENSMUST00000138767	Q60644	1
ENSMUST00000149965	Q61550	1
ENSMUST00000153153	Q02248	1
ENSMUST00000185173	P23204	1
ENSMUST00000190581	P70314	1
ENSMUST00000151703	E9Q9C4	0
ENSMUST00000234786	Q8R266	0
ENSMUST00000185803	Q9R216	0
ENSMUST00000192504	P06876	1
ENSMUST00000203909	P49698	1
ENSMUST00000153429	Q9CQJ4	1
ENSMUST00000177306	P19467	0
ENSMUST00000162353	O35906	1
ENSMUST00000192656	P09450	1
ENSMUST00000139025	P22091	1
ENSMUST00000217535	A0A1L1SU86	0
ENSMUST00000197951	E9Q9C4	0
ENSMUST00000193142	Q62318	1
ENSMUST00000139973	Q8K114	0
ENSMUST00000195951	P48985	1
ENSMUST00000148027	Q03347	1
ENSMUST00000187450	P02340	1
ENSMUST00000209615	E9Q6E8	0
ENSMUST00000199386	P62915	1
ENSMUST00000151643	Q9D3R9	1
ENSMUST00000184749	A0A0R4J1Z9	0
ENSMUST00000180281	P09450	1
ENSMUST00000205307	P28033	1
ENSMUST00000151754	Q8VDK3	1
ENSMUST00000197030	Q62318	1
ENSMUST00000189909	Q9WVP6	0
ENSMUST00000193993	Q9R1E0	1
ENSMUST00000217769	A0A1B0GT23	0
ENSMUST00000154997	P35583	1
ENSMUST00000147410	A0A1B0GS62	0
ENSMUST00000123463	P12979	1
ENSMUST00000231649	B7ZCD7	0
ENSMUST00000146671	Q7TNF0	0
ENSMUST00000185095	Q00322	1
ENSMUST00000220061	P18828-2	0
ENSMUST00000200494	Q9JHD2	1
ENSMUST00000131787	Q62315	1
ENSMUST00000150138	Q7TSA3	0
ENSMUST00000167763	Q6PAM0	0
ENSMUST00000203718	P06537	1
ENSMUST00000209340	Q9D1D6	0
ENSMUST00000186337	P52633	1
ENSMUST00000204945	Q62318	1
ENSMUST00000149413	Q6NZF1	1
ENSMUST00000208305	P42225	1
ENSMUST00000192407	P41183	1
ENSMUST00000184671	P10085	1
ENSMUST00000181215	Q5NCY0	1
ENSMUST00000143191	Q02395	1
ENSMUST00000172872	Q921N8	1
ENSMUST00000191321	P42225	1
ENSMUST00000137411	D3Z3V5	0
ENSMUST00000190528	Q9QUL7	0
ENSMUST00000210635	Q99MD8-2	0
ENSMUST00000138402	Q6J1H4	1
ENSMUST00000084725	Q3U6K5-2	0
ENSMUST00000152342	Q6PDQ2	1
ENSMUST00000216922	Q8R5I6	0
ENSMUST00000236054	E9QP94	0
ENSMUST00000165350	G3X8P6	0
ENSMUST00000209980	P50540	1
ENSMUST00000137136	O09100	1
ENSMUST00000125700	P81270	1
ENSMUST00000208983	P43241	1
ENSMUST00000195457	Q8C206	0
ENSMUST00000133231	Q9D8F1	0
ENSMUST00000199198	Q99PL5-11	0
ENSMUST00000203987	Q925J9	1
ENSMUST00000186931	P37238	1
ENSMUST00000185941	Q5Y5T5	0
ENSMUST00000149373	A2A9I7	1
ENSMUST00000194422	P01108	1
ENSMUST00000191482	P17433	1
ENSMUST00000213359	P14753	0
ENSMUST00000193906	Q60954	1
ENSMUST00000186521	P42866-10	0
ENSMUST00000143527	Q9Z148	1
ENSMUST00000187620	E9PZ69	0
ENSMUST00000194266	P16014	0
ENSMUST00000148027	Q08369	1
ENSMUST00000146304	P51960	1
ENSMUST00000156260	Q9JM73	1
ENSMUST00000206756	Q6TCG8	0
ENSMUST00000127883	Q01147	1
ENSMUST00000187147	P11416	1
ENSMUST00000173312	Q99ME7	1
ENSMUST00000235030	Q3V1L6	0
ENSMUST00000192629	A7VMS2	0
ENSMUST00000208615	F6RXJ8	0
ENSMUST00000144896	Q64705	1
ENSMUST00000218277	Q7TRU4	0
ENSMUST00000129364	P42225	1
ENSMUST00000178990	P42232	1
ENSMUST00000142310	P27577	1
ENSMUST00000134397	P27577	1
ENSMUST00000143473	Q64705	1
ENSMUST00000192644	B1H3M0	0
ENSMUST00000147174	D6RIP1	0
ENSMUST00000181142	Q91VL8	1
ENSMUST00000150195	Q04207	1
ENSMUST00000196478	Q91VA3	0
ENSMUST00000200789	Q60886	0
ENSMUST00000191363	E9QM75	0
ENSMUST00000150252	P70255	1
ENSMUST00000123581	E9Q956	0
ENSMUST00000189573	Q7TRR4	0
ENSMUST00000150185	Q8R0A7	0
ENSMUST00000235212	Q9Z2Y3	0
ENSMUST00000190681	P14733	1
ENSMUST00000181558	Q5XG73-2	0
ENSMUST00000209213	Q91VH6	0
ENSMUST00000225852	D3Z1J2	0
ENSMUST00000123592	Q6J1H4	1
ENSMUST00000096366	Q9D4E9	0
ENSMUST00000128240	P41778	1
ENSMUST00000227829	Q3URQ0	0
ENSMUST00000180385	Q8C7B8	0
ENSMUST00000181498	A0A0R4J090	0
ENSMUST00000191993	Q8CCS6-2	0
ENSMUST00000151356	Q60636-2	0
ENSMUST00000180699	A0A286YE35	0
ENSMUST00000190069	P25799	1
ENSMUST00000137010	P47930	1
ENSMUST00000212295	G5E8K5-3	0
ENSMUST00000198964	P56959	1
ENSMUST00000190830	A2A9I7	1
ENSMUST00000215646	Q9DCE5	0
ENSMUST00000141174	P70255	1
ENSMUST00000149940	Q62383	1
ENSMUST00000188217	P48985	1
ENSMUST00000207292	Q9Z148	1
ENSMUST00000216890	O35219-2	0
ENSMUST00000162741	Q8C6B0	0
ENSMUST00000147412	P59941	1
ENSMUST00000222324	Q8C8R3-3	0
ENSMUST00000156205	Q00422	1
ENSMUST00000146218	Q04863	1
ENSMUST00000237370	G3X9S1	0
ENSMUST00000196714	Q08775	1
ENSMUST00000191141	P39749	0
ENSMUST00000188260	B2RVW2	0
ENSMUST00000237005	B8JJD5	0
ENSMUST00000149429	Q9D3R9	1
ENSMUST00000189842	A2A6J0	0
ENSMUST00000181824	P50220	1
ENSMUST00000125631	F6V9M5	0
ENSMUST00000208228	P34056	1
ENSMUST00000155562	O70237	1
ENSMUST00000205396	Q08369	1
ENSMUST00000198962	Q9D9S4	0
ENSMUST00000184673	Q64249	1
ENSMUST00000137593	Q8C6P8	1
ENSMUST00000197208	S4R246	0
ENSMUST00000202970	Q3TKT4	1
ENSMUST00000201818	P42232	1
ENSMUST00000212714	F6Z9A1	0
ENSMUST00000161626	K4DI69	0
ENSMUST00000063874	Q99N20	0
ENSMUST00000084713	P53566	1
ENSMUST00000210902	Q8K0G8	0
ENSMUST00000166606	P25799	1
ENSMUST00000203521	Q6IE26	0
ENSMUST00000156081	P28033	1
ENSMUST00000192957	P19091	1
ENSMUST00000193312	A0A571BDN7	0
ENSMUST00000156467	Q61026	1
ENSMUST00000237459	A0A2I3BPK1	0
ENSMUST00000160040	O88974-6	0
ENSMUST00000189365	Q8BSN9-3	0
ENSMUST00000143291	P41183	1
ENSMUST00000216740	Q6P1E8	0
ENSMUST00000155987	Q08369	1
ENSMUST00000197524	A0A286YCU8	0
ENSMUST00000221728	Q3U3T8-2	0
ENSMUST00000138988	P08775	1
ENSMUST00000129337	O55047-2	0
ENSMUST00000198035	P21952	1
ENSMUST00000207657	O70126	1
ENSMUST00000232254	Q80UI5	0
ENSMUST00000131642	Q8BTW8	0
ENSMUST00000143009	P49698	1
ENSMUST00000187929	P50220	1
ENSMUST00000131502	Q921E6	0
ENSMUST00000173670	A0A1L1SUI1	0
ENSMUST00000098484	E9PWR4	0
ENSMUST00000174861	P46684	1
ENSMUST00000123136	H3BK43	0
ENSMUST00000187933	P52479	0
ENSMUST00000237028	Q8C206	0
ENSMUST00000189237	Q5DW34-2	0
ENSMUST00000218485	A0A0R4J203	0
ENSMUST00000137241	P23204	1
ENSMUST00000199713	A0A087WRF5	0
ENSMUST00000199759	P81270-3	0
ENSMUST00000149348	Q6PDQ2	1
ENSMUST00000180799	Z4YK64	0
ENSMUST00000238187	A8Y5M7	0
ENSMUST00000226957	Q59J91	0
ENSMUST00000199632	Q62383	1
ENSMUST00000201477	P08775	1
ENSMUST00000188093	P17919	0
ENSMUST00000163802	P10085	1
ENSMUST00000143857	Q8VE09	0
ENSMUST00000231080	P63080	0
ENSMUST00000161848	Q9EQR3-4	0
ENSMUST00000211520	P08775	1
ENSMUST00000201009	P20263	1
ENSMUST00000110279	Q9JIL4	0
ENSMUST00000191194	Q62318	1
ENSMUST00000189573	P31315	0
ENSMUST00000207720	Q00690	0
ENSMUST00000207402	Q61026	1
ENSMUST00000201573	P42225	1
ENSMUST00000135438	Q60718	0
ENSMUST00000181388	B7ZNR9	0
ENSMUST00000198544	P51960	1
ENSMUST00000180515	Q0VF94	0
ENSMUST00000141511	P19426	1
ENSMUST00000227858	G5DDB7	0
ENSMUST00000147691	Q61191	1
ENSMUST00000204082	Q6P1E1	1
ENSMUST00000138626	Q9CW03	1
ENSMUST00000180913	P25916	1
ENSMUST00000192782	P26687	1
ENSMUST00000140307	Q9D2G5-2	0
ENSMUST00000142249	P27577	1
ENSMUST00000181124	P51448	1
ENSMUST00000141811	Q810L3-2	0
ENSMUST00000183759	Q60611	1
ENSMUST00000180187	P15806	1
ENSMUST00000125121	Q06507	1
ENSMUST00000197761	P15314	1
ENSMUST00000189475	Q60821	1
ENSMUST00000143556	L7N2C0	0
ENSMUST00000135749	P54728	1
ENSMUST00000041178	Q3UYH7	0
ENSMUST00000190311	Q91VL8	1
ENSMUST00000176841	P28033	1
ENSMUST00000187558	P19785	1
ENSMUST00000154947	P15314	1
ENSMUST00000213816	Q7TQP3	0
ENSMUST00000206788	Q8R0K9	1
ENSMUST00000201093	Q9D3E6	1
ENSMUST00000198737	O09110-2	0
ENSMUST00000194318	O09100	1
ENSMUST00000148637	A0A286YCP2	0
ENSMUST00000180728	P48432	1
ENSMUST00000205851	A0A3B2WCT8	0
ENSMUST00000186981	Q62086	0
ENSMUST00000210827	A0A0G2JDQ4	0
ENSMUST00000216716	Q924Z6	0
ENSMUST00000128832	Q3TYR5	0
ENSMUST00000210463	Q5SF07	0
ENSMUST00000145916	Q3UV55	1
ENSMUST00000203453	Q9JKX6	0
ENSMUST00000156275	P35582	1
ENSMUST00000124184	A2A9I7	1
ENSMUST00000165464	Q3V1L6	0
ENSMUST00000192782	P28033	1
ENSMUST00000198132	P01108	1
ENSMUST00000125186	Q91VL8	1
ENSMUST00000230853	B1AXA6	0
ENSMUST00000183967	K7N6U2	0
ENSMUST00000196787	O88974	1
ENSMUST00000230877	O09172	0
ENSMUST00000232301	G5E8Z2	0
ENSMUST00000134567	Q62318	1
ENSMUST00000213469	Q07076	0
ENSMUST00000206503	Q61169	1
ENSMUST00000197140	Q9QY42-2	0
ENSMUST00000138875	P28700	1
ENSMUST00000187986	Q9CW03	1
ENSMUST00000142425	P51450	1
ENSMUST00000153951	B8JJM6	0
ENSMUST00000192178	E9Q7F2	0
ENSMUST00000209591	H3BLQ0	0
ENSMUST00000125121	P28033	1
ENSMUST00000184673	A0A140LIV7	0
ENSMUST00000145711	P42227	1
ENSMUST00000227382	A0A087WP54	0
ENSMUST00000160334	Q99ML9	0
ENSMUST00000149822	J3JS84	0
ENSMUST00000186343	Q9D3R9	1
ENSMUST00000143070	Q99J09	0
ENSMUST00000192060	P35582	1
ENSMUST00000197703	P42682-2	0
ENSMUST00000165827	A0A0R4J1F6	0
ENSMUST00000180450	Q61191	1
ENSMUST00000131188	Q60520	1
ENSMUST00000198407	Q5SSM3-2	0
ENSMUST00000197317	O09106	1
ENSMUST00000180251	Q62070	0
ENSMUST00000228273	Q8K0L9-2	0
ENSMUST00000201903	Q61069	1
ENSMUST00000212759	O08788	0
ENSMUST00000228450	Q03160	0
ENSMUST00000197337	Q9R0M3-2	0
ENSMUST00000204173	Q921N8	1
ENSMUST00000149826	P02340	1
ENSMUST00000143469	P97436	1
ENSMUST00000144366	Q6NWV3-2	0
ENSMUST00000134289	Q8BP71	1
ENSMUST00000210237	F6UTU1	0
ENSMUST00000224832	E9PUT5	0
ENSMUST00000236249	Q6ZPF3	0
ENSMUST00000187198	Q8CCI5	1
ENSMUST00000145961	Q8VIJ6	1
ENSMUST00000128476	P63058	1
ENSMUST00000175796	Q61164	1
ENSMUST00000191222	P42227	1
ENSMUST00000155349	P26323	1
ENSMUST00000222070	Q32LZ8-2	0
ENSMUST00000208305	A0A087WNV1	0
ENSMUST00000203300	P37238	1
ENSMUST00000141639	A0A1B0GRJ0	0
ENSMUST00000166606	P52633	1
ENSMUST00000180705	Q8JZY4	0
ENSMUST00000138180	P70284	1
ENSMUST00000201093	A2A9I7	1
ENSMUST00000201152	E9PZF4	0
ENSMUST00000174760	P70662	1
ENSMUST00000220423	A0A571BDE3	0
ENSMUST00000186016	A2APM1	0
ENSMUST00000209249	P28033	1
ENSMUST00000200306	Q6ZQ06	0
ENSMUST00000202171	Q60954	1
ENSMUST00000150252	Q3UIL6-3	0
ENSMUST00000154997	O88632-2	0
ENSMUST00000195406	Q6PHS9-5	0
ENSMUST00000192940	O35185	1
ENSMUST00000194140	P27577	1
ENSMUST00000200523	P52633	1
ENSMUST00000206447	B1ARH1	0
ENSMUST00000181882	Q08775	1
ENSMUST00000203987	P01108	1
ENSMUST00000206393	P42227	1
ENSMUST00000161571	P22091	1
ENSMUST00000187215	P15806	1
ENSMUST00000236777	P22893	1
ENSMUST00000131634	Q62318	1
ENSMUST00000205955	Q99LL5	1
ENSMUST00000150084	Q61188	1
ENSMUST00000130240	Q9ES83	0
ENSMUST00000233565	Q64436	0
ENSMUST00000189904	Q9WVI9-5	0
ENSMUST00000131421	A0A3B2W3L2	0
ENSMUST00000137010	P52633	1
ENSMUST00000201788	O09106	1
ENSMUST00000131215	Q9QZ39	0
ENSMUST00000147130	A0A2I3BR30	0
ENSMUST00000185538	Q6PDM2	1
ENSMUST00000143652	P35242	0
ENSMUST00000210204	P52633	1
ENSMUST00000173900	O09100	1
ENSMUST00000178227	Q8BFW7-5	0
ENSMUST00000125308	A2AQJ7	0
ENSMUST00000187280	A0A571BDT1	0
ENSMUST00000132626	P41164	0
ENSMUST00000136052	P19091	1
ENSMUST00000065878	Q02067	1
ENSMUST00000143715	F6Z9A1	0
ENSMUST00000210969	P08775	1
ENSMUST00000144765	B1AUC0	0
ENSMUST00000122839	O35253	0
ENSMUST00000153898	Q9CWR8	1
ENSMUST00000187626	Q8C0N0	0
ENSMUST00000192656	P42225	1
ENSMUST00000181118	E9Q4Y5	0
ENSMUST00000181308	Q04207	1
ENSMUST00000217099	Q60629	0
ENSMUST00000165200	Q91VL8	1
ENSMUST00000098484	Q8VG40	0
ENSMUST00000218177	P18469	0
ENSMUST00000181756	Q08775	1
ENSMUST00000140919	P54728	1
ENSMUST00000205810	P27577	1
ENSMUST00000136658	P20263	1
ENSMUST00000130945	Q80V72	0
ENSMUST00000192910	Q9D2G5-2	0
ENSMUST00000174760	Q99JB6	1
ENSMUST00000140238	A0A1B0GSD2	0
ENSMUST00000133550	G3XA26	0
ENSMUST00000188608	A2BH01	0
ENSMUST00000162306	Q91Y44	1
ENSMUST00000163715	P35582	1
ENSMUST00000173312	Q07802	1
ENSMUST00000152230	Q64287	1
ENSMUST00000125406	Q3ZB59	0
ENSMUST00000058665	Q9CQJ4	1
ENSMUST00000151032	P47930	1
ENSMUST00000189831	Q6J1H4	1
ENSMUST00000197025	O88410	0
ENSMUST00000146657	Q60611	1
ENSMUST00000230029	Q8VC16	0
ENSMUST00000185304	P20263	1
ENSMUST00000152264	P35582	1
ENSMUST00000097928	O35185	1
ENSMUST00000156809	P19785	1
ENSMUST00000185246	Q8CDU5	0
ENSMUST00000216806	Q9DAW6	0
ENSMUST00000134920	P51450	1
ENSMUST00000180550	P59941	1
ENSMUST00000191524	Q60520	1
ENSMUST00000199177	Q91VL8	1
ENSMUST00000198640	Q9Z148	1
ENSMUST00000128274	Q8C0Z1	0
ENSMUST00000131215	Q2VPU4-2	0
ENSMUST00000177262	F8SLQ1	0
ENSMUST00000202943	L7N2C2	0
ENSMUST00000124018	P01108	1
ENSMUST00000208295	P17433	1
ENSMUST00000202387	P15806	1
ENSMUST00000202037	Q6J1H4	1
ENSMUST00000135700	Q6NZF1	1
ENSMUST00000233171	O88196-2	0
ENSMUST00000208641	P17433	1
ENSMUST00000180761	E9Q453	0
ENSMUST00000222317	P22227	0
ENSMUST00000133675	P28700	1
ENSMUST00000185216	Q7TS04	0
ENSMUST00000160540	Q61169	1
ENSMUST00000109506	P01101	1
ENSMUST00000197707	P70314	1
ENSMUST00000199688	A0A1W2P6E5	0
ENSMUST00000191278	A0A1D5RLZ3	0
ENSMUST00000202184	Q3UL36	0
ENSMUST00000205973	P48281	1
ENSMUST00000205302	Q8BUN5	1
ENSMUST00000206203	Q61286	1
ENSMUST00000127989	Q9QWI6	0
ENSMUST00000148309	P37238	1
ENSMUST00000189180	A0A338P6Y7	0
ENSMUST00000141172	Q8C6P8	1
ENSMUST00000161005	D3Z6E4	0
ENSMUST00000218522	H3BKI7	0
ENSMUST00000205205	Q91Y44	1
ENSMUST00000181731	P27577	1
ENSMUST00000189608	Q8BGS3	1
ENSMUST00000202047	P46099	1
ENSMUST00000187421	O88310	0
ENSMUST00000232942	Q3U3D7-3	0
ENSMUST00000196088	Q04207	1
ENSMUST00000189767	P50540	1
ENSMUST00000138447	B1AWD0	0
ENSMUST00000080024	E9Q1P8	0
ENSMUST00000133940	P19091	1
ENSMUST00000196866	P41778	1
ENSMUST00000141216	Q9DBQ6	0
ENSMUST00000177262	Q61550	1
ENSMUST00000147260	Q9DCT1	0
ENSMUST00000132811	Q04207	1
ENSMUST00000209672	Q5U4H9	0
ENSMUST00000129245	F6R2A2	0
ENSMUST00000184073	Q8BUN5	1
ENSMUST00000220189	Q922S4-3	0
ENSMUST00000171190	Q7TQS3	0
ENSMUST00000228923	E9PZ31	0
ENSMUST00000171665	P01108	1
ENSMUST00000197178	P12979	1
ENSMUST00000214517	Q924H0	0
ENSMUST00000211815	A0A1W2P794	0
ENSMUST00000207413	Q61473	1
ENSMUST00000191685	Q8BJU0	0
ENSMUST00000181899	Q8C7R7	1
ENSMUST00000205621	Q8BRY4	0
ENSMUST00000193087	Q9CQJ4	1
ENSMUST00000215586	Q9Z2G0	0
ENSMUST00000181268	P35583	1
ENSMUST00000233618	Q811J3	0
ENSMUST00000125464	Q60611	1
ENSMUST00000147622	Q08509	0
ENSMUST00000191356	Q8VE04	0
ENSMUST00000145790	Q8VDK3	1
ENSMUST00000126922	P46684	1
ENSMUST00000205469	Q99MD8-2	0
ENSMUST00000150794	P97367	1
ENSMUST00000125198	Q8BYG0	0
ENSMUST00000189046	Q9WTX7	0
ENSMUST00000208637	Q99MA9	1
ENSMUST00000195569	P43241	1
ENSMUST00000190412	Q9QUL7	0
ENSMUST00000143595	P19785	1
ENSMUST00000232140	D3YYU8	0
ENSMUST00000137981	P02716	0
ENSMUST00000131365	Q8VDK3	1
ENSMUST00000202246	Q7TSQ1-3	0
ENSMUST00000211122	Q60954	1
ENSMUST00000232781	H3BLI5	0
ENSMUST00000152827	Q64287	1
ENSMUST00000184161	P51450	1
ENSMUST00000218255	Q3UUG6-2	0
ENSMUST00000181028	P46684	1
ENSMUST00000196555	Q8BS67	0
ENSMUST00000191524	P50220	1
ENSMUST00000190434	Q9R0N7-2	0
ENSMUST00000181112	O88576-4	0
ENSMUST00000196949	Q9EQ99	0
ENSMUST00000156144	Q07802	1
ENSMUST00000232740	O88410	0
ENSMUST00000155982	P97474	1
ENSMUST00000180858	P26687	1
ENSMUST00000186180	Q6NZQ4	0
ENSMUST00000191599	Q03347	1
ENSMUST00000146985	Q8BP71	1
ENSMUST00000186189	P08775	1
ENSMUST00000137134	Q61880	1
ENSMUST00000180485	D3Z580	0
ENSMUST00000144828	O35134	1
ENSMUST00000149226	P35583	1
ENSMUST00000134397	Q3TKT4	1
ENSMUST00000205221	P17433	1
ENSMUST00000187453	Q61164	1
ENSMUST00000194247	Q9CWR8	0
ENSMUST00000185998	Q8R255	0
ENSMUST00000205396	P49698	1
ENSMUST00000140116	F6THL5	0
ENSMUST00000184855	Q62070	0
ENSMUST00000170047	P46684	1
ENSMUST00000131790	P49698	1
ENSMUST00000224614	H7BX01	0
ENSMUST00000095015	H3BJL4	0
ENSMUST00000200608	A0A087WRG2	0
ENSMUST00000137883	P11416	1
ENSMUST00000132857	Q61069	1
ENSMUST00000195828	A0A2R8VK23	0
ENSMUST00000200347	Q06507	1
ENSMUST00000161091	Q91WJ8-2	0
ENSMUST00000202047	Q8C6D4	0
ENSMUST00000182843	Q9CW03	1
ENSMUST00000204933	P28033	1
ENSMUST00000174079	O35906	1
ENSMUST00000200032	Q3U4F0	0
ENSMUST00000160137	P20263	1
ENSMUST00000155982	P51448	1
ENSMUST00000226347	Q6SJQ5	0
ENSMUST00000162213	A0A0G2JGQ4	0
ENSMUST00000130859	Q6P1E1	1
ENSMUST00000155845	P42582	1
ENSMUST00000231761	L7N232	0
ENSMUST00000128017	P62915	1
ENSMUST00000131619	Q80U22-2	0
